Name,Class,Role,Tier,Score,Trend,Win %,Role %,Pick %,Ban %,KDA,Parche
Braum,Support,SUPPORT,B,40.45,-6.29,49.42%,99.06%,2.44%,0.33%,2.74,12.2
Caitlyn,Marksman,ADC,God,84.24,-4.25,50.12%,98.50%,18.96%,19.84%,2.31,12.2
Camille,Fighter,TOP,God,81.87,-2.74,50.36%,96.90%,6.64%,6.65%,2,12.2
Cassiopeia,Mage,MID,A,47.6,3.52,51.63%,71.07%,2.39%,1.43%,2.13,12.2
Cassiopeia,Mage,TOP,D,28.42,2.22,50.83%,19.16%,0.67%,1.39%,1.81,12.2
Cho'Gath,Tank,TOP,A,47.05,-5.71,50.94%,68.83%,2.57%,0.87%,2.14,12.2
Cho'Gath,Tank,MID,B,38.75,1,50.00%,19.46%,0.53%,0.87%,2.38,12.2
Corki,Marksman,MID,S,68.01,9.82,49.34%,93.02%,8.73%,6.56%,2.17,12.2
Darius,Fighter,TOP,God,83.17,-0.79,48.79%,95.80%,6.72%,15.35%,1.85,12.2
Diana,Fighter,JUNGLE,God,91.29,8.33,51.25%,86.44%,13.02%,19.18%,2.46,12.2
Diana,Fighter,MID,B,46.58,-2.47,51.14%,12.82%,1.94%,19.18%,2.16,12.2
Dr. Mundo,Marksman,TOP,A,58.14,-4.59,51.06%,91.82%,3.73%,2.69%,2.19,12.2
Draven,Fighter,ADC,B,44.81,-1.56,50.93%,94.91%,5.33%,10.37%,2.16,12.2
Ekko,Assassin,JUNGLE,A,57.22,1.29,50.44%,64.85%,6.17%,3.99%,2.74,12.2
Ekko,Assassin,MID,A,49.04,2.26,50.64%,33.14%,3.03%,3.99%,2.29,12.2
Elise,Mage,JUNGLE,B,41.41,0.82,50.37%,95.75%,2.12%,1.56%,2.56,12.2
Evelynn,Assassin,JUNGLE,A,47.98,-0.06,50.07%,98.88%,3.35%,8.33%,2.92,12.2
Ezreal,Marksman,ADC,S,71.21,-4.77,48.80%,97.15%,18.07%,5.07%,2.36,12.2
Fiddlesticks,Mage,JUNGLE,B,44.63,-1.37,50.43%,93.42%,2.75%,2.53%,2.7,12.2
Fiora,Fighter,TOP,God,78.31,3.22,50.41%,97.66%,6.17%,10.46%,1.77,12.2
Fizz,Assassin,MID,A,52.91,0.66,50.17%,96.17%,4.08%,4.45%,2.44,12.2
Galio,Tank,MID,B,44.05,-2.81,49.33%,61.58%,1.98%,0.43%,2.65,12.2
Galio,Tank,SUPPORT,D,28.64,-8.25,47.11%,35.02%,1.08%,0.43%,2.28,12.2
Gangplank,Fighter,TOP,A,60.8,-4.78,47.01%,87.53%,5.44%,4.02%,1.98,12.2
Gangplank,Fighter,MID,B,37.83,1.26,49.29%,12.80%,0.80%,4.00%,2.28,12.2
Garen,Fighter,TOP,God,77.32,3.32,50.46%,88.37%,6.33%,2.42%,02.06,12.2
Gnar,Fighter,TOP,A,47.37,0.28,49.37%,97.96%,3.21%,0.65%,02.03,12.2
Gragas,Fighter,TOP,B,42.66,5.2,48.39%,50.02%,2.72%,0.40%,2.28,12.2
Gragas,Fighter,JUNGLE,C,34.6,-1.51,47.84%,34.19%,1.60%,0.40%,2.7,12.2
Graves,Marksman,JUNGLE,A,55.91,-3.92,49.66%,70.68%,6.37%,6.21%,2.61,12.2
Graves,Marksman,TOP,C,36.78,-6,49.53%,22.57%,2.01%,6.21%,1.76,12.2
Gwen,Fighter,TOP,S,66.53,11.88,49.14%,75.56%,5.66%,4.20%,1.74,12.2
Gwen,Fighter,JUNGLE,C,37.68,-0.99,49.70%,21.69%,1.73%,4.20%,2.38,12.2
Hecarim,Fighter,JUNGLE,God,80.61,9.35,50.86%,99.35%,10.45%,15.56%,3,12.2
Heimerdinger,Mage,MID,B,39.53,3.64,51.01%,34.57%,0.79%,0.80%,1.95,12.2
Heimerdinger,Mage,ADC,C,35.21,1.2,52.58%,11.94%,0.23%,0.80%,2.14,12.2
Heimerdinger,Mage,SUPPORT,D,30.25,-3.59,50.36%,11.31%,0.18%,0.80%,1.79,12.2
Heimerdinger,Mage,TOP,D,21.13,-3.02,48.05%,41.90%,0.85%,0.80%,1.62,12.2
Illaoi,Fighter,TOP,C,33.12,-0.99,49.12%,93.87%,1.97%,2.42%,1.57,12.2
Irelia,Fighter,TOP,S,75.84,-5.51,49.48%,59.75%,5.69%,19.73%,1.61,12.2
Irelia,Fighter,MID,A,48.39,0.32,49.17%,39.53%,3.71%,19.73%,1.77,12.2
Ivern,Support,JUNGLE,B,42.61,3.78,50.30%,84.62%,1.07%,0.29%,3.42,12.2
Janna,Support,SUPPORT,God,90.63,38.71,53.21%,95.09%,12.80%,6.93%,3.24,12.2
Jarvan IV,Tank,JUNGLE,A,56.8,1.87,50.15%,94.66%,5.40%,0.68%,3.36,12.2
Jax,Fighter,TOP,S,75.48,-6.68,49.85%,85.59%,6.21%,10.13%,1.61,12.2
Jax,Fighter,JUNGLE,C,34.27,-0.43,49.82%,13.13%,1.01%,9.63%,2.17,12.2
Jayce,Fighter,TOP,S,62.61,-10.95,48.03%,75.34%,5.61%,2.93%,1.75,12.2
Jayce,Fighter,MID,B,37.83,-1.46,48.43%,23.69%,1.63%,2.93%,02.05,12.2
Jhin,Marksman,ADC,God,92.76,-1.47,51.35%,98.76%,22.86%,5.69%,03.02,12.2
Jinx,Marksman,ADC,God,86.87,0.11,51.32%,99.54%,21.60%,7.36%,2.41,12.2
Kai'Sa,Marksman,ADC,S,63.18,-12.33,49.33%,97.46%,14.32%,3.72%,2.4,12.2
Kalista,Marksman,ADC,D,24.25,-7.26,46.32%,84.85%,1.22%,0.25%,2.18,12.2
Karma,Mage,SUPPORT,S,65.56,2.13,48.15%,90.53%,10.08%,4.30%,2.71,12.2
Karthus,Mage,ADC,B,39.39,-2.87,53.61%,17.97%,0.75%,2.84%,2.25,12.2
Karthus,Mage,JUNGLE,C,34.38,-5.2,47.93%,60.54%,1.93%,2.84%,2.4,12.2
Karthus,Mage,MID,C,32.38,-9.75,47.80%,12.27%,0.35%,2.84%,2.16,12.2
Kassadin,Assassin,MID,A,57.13,-1.03,50.93%,97.06%,4.25%,12.61%,2.48,12.2
Katarina,Assassin,MID,S,64.23,2.24,50.10%,95.10%,6.95%,9.05%,2.33,12.2
Kayle,Fighter,TOP,A,50.22,1.97,51.31%,76.24%,3.13%,1.17%,1.81,12.2
Kayle,Fighter,MID,B,39.88,-0.86,50.47%,21.82%,0.82%,1.17%,2.21,12.2
Kayn,Fighter,JUNGLE,S,69.15,0.04,50.04%,98.36%,9.58%,11.28%,2.4,12.2
Kennen,Mage,MID,B,39.08,-1.32,50.63%,15.48%,0.33%,0.50%,2.32,12.2
Kennen,Mage,TOP,C,32.74,-2.75,48.31%,83.61%,1.86%,0.54%,1.94,12.2
Kha'Zix,Assassin,JUNGLE,S,62.7,2.45,50.87%,98.77%,7.59%,6.82%,2.52,12.2
Kindred,Marksman,JUNGLE,A,50.02,3.33,51.51%,94.64%,4.22%,2.80%,2.31,12.2
Kled,Fighter,TOP,B,42.36,02.09,51.37%,88.65%,1.64%,0.75%,2.37,12.2
Kog'Maw,Marksman,ADC,C,37.52,-2.28,52.15%,87.56%,1.48%,0.32%,2.2,12.2
LeBlanc,Assassin,MID,A,58.36,-0.79,48.82%,95.60%,5.30%,10.47%,2.85,12.2
Lee Sin,Fighter,JUNGLE,God,91.81,-0.08,48.25%,95.08%,15.18%,14.82%,2.79,12.2
Leona,Tank,SUPPORT,S,65.56,0.12,49.66%,99.47%,8.88%,12.63%,2.35,12.2
Lillia,Fighter,JUNGLE,B,41.81,-0.7,49.65%,85.81%,2.52%,0.79%,2.68,12.2
Lillia,Fighter,TOP,D,26.39,02.06,50.49%,11.81%,0.37%,0.86%,1.97,12.2
Lissandra,Mage,MID,A,47.8,0.51,50.33%,91.26%,2.78%,0.60%,2.42,12.2
Lucian,Marksman,ADC,B,44.26,-4.22,49.63%,82.69%,6.59%,2.00%,2.24,12.2
Lucian,Marksman,MID,D,29.43,0,46.36%,11.24%,0.73%,2.00%,1.92,12.2
Lulu,Support,SUPPORT,God,92.89,-0.68,50.03%,96.96%,12.81%,22.69%,03.04,12.2
Lux,Mage,SUPPORT,God,85.6,3.31,49.38%,67.15%,13.76%,11.63%,2.5,12.2
Lux,Mage,MID,S,66.68,-0.24,50.55%,29.74%,6.26%,11.63%,2.91,12.2
Malphite,Tank,TOP,S,64.73,-2.91,50.44%,76.22%,4.50%,3.85%,2.36,12.2
Malphite,Tank,MID,C,35.89,-4.35,48.33%,10.82%,0.70%,3.92%,2.36,12.2
Malphite,Tank,SUPPORT,D,20.53,-8.64,44.43%,10.85%,0.75%,3.96%,2,12.2
Malzahar,Mage,MID,A,51.65,02.08,51.36%,90.59%,3.48%,2.87%,2.2,12.2
Maokai,Tank,SUPPORT,B,39.1,-0.41,51.78%,76.57%,1.27%,0.13%,2.23,12.2
Maokai,Tank,TOP,D,26.22,1.58,50.46%,17.83%,0.29%,0.13%,02.04,12.2
Master Yi,Assassin,JUNGLE,S,63.71,-0.88,49.59%,93.62%,7.54%,17.73%,02.04,12.2
Miss Fortune,Marksman,ADC,A,50.19,-0.47,51.18%,94.32%,7.32%,1.85%,2.35,12.2
Mordekaiser,Fighter,TOP,S,72.83,6.88,51.57%,86.49%,5.39%,5.91%,1.84,12.2
Morgana,Mage,SUPPORT,S,69.72,-1.31,48.96%,91.47%,8.24%,24.89%,2.5,12.2
Nami,Support,SUPPORT,S,72.58,-0.71,51.66%,99.61%,9.59%,1.86%,3.22,12.2
Nasus,Fighter,TOP,S,71.09,6.13,52.88%,86.34%,4.76%,4.74%,1.98,12.2
Nautilus,Tank,SUPPORT,S,61.72,1.47,49.23%,97.83%,8.66%,7.87%,2.31,12.2
Neeko,Mage,MID,B,37.9,0.15,48.74%,63.45%,1.19%,0.28%,2.27,12.2
Neeko,Mage,SUPPORT,D,23.34,-8.2,46.61%,23.72%,0.45%,0.28%,1.84,12.2
Nidalee,Assassin,JUNGLE,A,47.84,-1.26,49.16%,92.77%,4.09%,2.40%,2.93,12.2
Nocturne,Assassin,JUNGLE,A,52.31,12.6,51.67%,90.30%,4.32%,3.28%,2.56,12.2
Nunu,Tank,JUNGLE,A,57.3,1.83,52.48%,89.75%,4.54%,2.66%,2.99,12.2
Olaf,Fighter,JUNGLE,C,35.5,-1.11,49.01%,84.94%,1.58%,0.74%,2.41,12.2
Olaf,Fighter,TOP,D,7.43,-3.61,44.62%,15.42%,0.26%,0.75%,1.64,12.2
Orianna,Mage,MID,A,46.82,-0.23,48.91%,95.28%,2.94%,0.17%,2.69,12.2
Ornn,Tank,TOP,A,60.11,0.54,50.37%,93.94%,4.19%,0.54%,2.29,12.2
Pantheon,Fighter,MID,B,39.84,-1.7,50.03%,25.82%,1.02%,0.89%,2.23,12.2
Pantheon,Fighter,TOP,D,31.06,0.27,50.50%,25.56%,0.89%,0.89%,02.02,12.2
Pantheon,Fighter,SUPPORT,D,24.51,-8.27,45.07%,41.66%,1.72%,0.89%,1.86,12.2
Poppy,Tank,TOP,B,41.43,1.55,51.34%,37.53%,1.76%,2.56%,2.1,12.2
Poppy,Tank,JUNGLE,B,40.78,-0.82,49.02%,55.49%,2.54%,2.56%,2.71,12.2
Pyke,Support,SUPPORT,A,61.21,1.32,49.20%,88.12%,8.28%,12.00%,2.17,12.2
Qiyana,Assassin,MID,A,55.06,-1.47,50.93%,58.61%,4.15%,12.30%,2.14,12.2
Qiyana,Assassin,JUNGLE,B,39.94,-2.94,48.76%,38.22%,2.60%,12.30%,2.39,12.2
Quinn,Marksman,TOP,C,34.62,-1.8,51.29%,84.47%,1.22%,0.48%,1.87,12.2
Rakan,Support,SUPPORT,A,51.17,-2.95,49.77%,97.09%,5.10%,0.39%,2.92,12.2
Rammus,Tank,JUNGLE,B,44.85,-3.3,50.70%,95.79%,2.36%,3.00%,2.86,12.2
Rek'Sai,Fighter,JUNGLE,A,48.61,-0.95,51.04%,97.84%,3.78%,3.53%,2.49,12.2
Rell,Tank,SUPPORT,B,38.51,-4.45,50.47%,99.44%,1.60%,0.38%,2.46,12.2
Renekton,Fighter,TOP,A,54.56,3.96,47.73%,87.59%,4.64%,2.22%,1.91,12.2
Renekton,Fighter,MID,C,36.68,-4.64,49.36%,11.94%,0.62%,2.22%,2.17,12.2
Rengar,Assassin,JUNGLE,B,38.23,-1.11,48.08%,78.19%,3.24%,3.13%,2.22,12.2
Rengar,Assassin,TOP,D,26.81,4.4,49.39%,20.07%,0.87%,2.74%,1.85,12.2
Riven,Fighter,TOP,S,66.29,0.61,51.93%,91.68%,4.66%,2.09%,1.98,12.2
Rumble,Fighter,MID,B,45.85,0.2,52.55%,34.22%,0.68%,0.21%,2.61,12.2
Rumble,Fighter,JUNGLE,D,25.65,-10.48,45.84%,14.61%,0.25%,0.22%,2.74,12.2
Rumble,Fighter,TOP,D,21.79,-3.54,46.90%,52.08%,0.92%,0.21%,02.01,12.2
Ryze,Mage,MID,C,34.52,-0.59,45.66%,81.85%,2.11%,0.17%,2.22,12.2
Ryze,Mage,TOP,D,15.82,1.52,46.74%,17.79%,0.44%,0.16%,1.81,12.2
Samira,Marksman,ADC,B,46.39,2,48.46%,97.62%,7.86%,11.10%,2.2,12.2
Sejuani,Tank,JUNGLE,B,37.91,-3.01,47.32%,78.27%,2.27%,0.32%,03.08,12.2
Sejuani,Tank,TOP,D,27.49,-3.19,49.76%,17.31%,0.38%,0.33%,2.33,12.2
Senna,Marksman,SUPPORT,God,77.51,31.08,52.29%,67.40%,10.67%,7.43%,2.72,12.2
Senna,Marksman,ADC,A,57,20.7,54.64%,31.10%,4.81%,7.43%,03.05,12.2
Seraphine,Mage,ADC,B,43.2,-2.01,52.97%,19.41%,0.83%,0.89%,03.02,12.2
Seraphine,Mage,MID,B,42.66,0.47,50.16%,16.54%,0.78%,0.89%,2.87,12.2
Seraphine,Mage,SUPPORT,C,37.17,-2.55,46.97%,63.41%,3.38%,0.89%,2.46,12.2
Sett,Fighter,TOP,God,92.52,2.29,50.55%,84.73%,7.94%,6.95%,1.79,12.2
Shaco,Assassin,JUNGLE,S,62.02,-0.89,51.45%,84.29%,5.89%,16.70%,2.72,12.2
Shaco,Assassin,SUPPORT,C,34.5,-9,49.69%,11.46%,0.91%,17.55%,2.32,12.2
Shen,Tank,TOP,S,75.29,-13.17,51.14%,87.66%,5.12%,1.80%,2.9,12.2
Shyvana,Fighter,JUNGLE,C,35.65,-0.22,49.19%,82.55%,1.49%,0.25%,2.42,12.2
Shyvana,Fighter,TOP,D,25.19,1.36,50.44%,14.94%,0.25%,0.25%,1.97,12.2
Singed,Tank,TOP,B,41.6,2.43,51.74%,77.82%,1.77%,0.30%,02.03,12.2
Sion,Tank,TOP,A,53.99,1.18,51.49%,85.87%,3.76%,0.66%,1.6,12.2
Sivir,Marksman,ADC,C,34.14,-5.6,48.89%,97.17%,2.30%,0.43%,2.47,12.2
Skarner,Fighter,JUNGLE,B,40.62,7.46,51.40%,80.95%,0.72%,0.12%,2.86,12.2
Skarner,Fighter,TOP,D,27.23,3.34,49.98%,22.86%,0.17%,0.13%,2.44,12.2
Sona,Support,SUPPORT,A,56.19,-1.08,52.80%,97.00%,4.56%,0.87%,2.98,12.2
Soraka,Support,SUPPORT,A,60.47,-1.67,51.92%,94.02%,6.45%,3.62%,2.78,12.2
Swain,Mage,ADC,B,42.2,0.87,53.42%,19.62%,0.44%,1.61%,2.86,12.2
Swain,Mage,MID,B,40.46,-3.56,50.58%,12.07%,0.37%,1.61%,2.57,12.2
Swain,Mage,SUPPORT,C,36.23,-3.83,48.42%,62.39%,2.46%,1.61%,2.26,12.2
Sylas,Mage,MID,A,60.12,1.14,50.02%,74.88%,6.53%,3.82%,2.17,12.2
Sylas,Mage,TOP,C,33.63,0.6,48.77%,21.83%,1.88%,3.82%,1.82,12.2
Syndra,Mage,MID,B,46.39,-2.88,48.47%,89.34%,3.72%,1.02%,2.24,12.2
Tahm Kench,Support,TOP,A,53.77,-38.03,49.70%,59.04%,3.14%,10.96%,2.38,12.2
Tahm Kench,Support,ADC,B,45.89,0,54.76%,13.21%,0.43%,10.32%,2.97,12.2
Tahm Kench,Support,SUPPORT,C,35.63,0,49.61%,30.90%,1.31%,10.32%,2.35,12.2
Taliyah,Mage,JUNGLE,B,38.71,1.91,50.60%,63.81%,1.09%,0.16%,2.63,12.2
Taliyah,Mage,MID,C,37.66,-1.2,49.76%,14.52%,0.24%,0.15%,2.46,12.2
Taliyah,Mage,SUPPORT,C,35.37,-7.03,51.83%,19.17%,0.28%,0.15%,2.13,12.2
Talon,Assassin,MID,A,48.19,4.72,51.05%,51.78%,2.65%,7.51%,2.17,12.2
Talon,Assassin,JUNGLE,C,35.23,-25.96,48.07%,45.81%,2.16%,7.51%,2.29,12.2
Taric,Support,SUPPORT,C,36.84,-5.42,49.84%,89.38%,1.16%,0.13%,2.72,12.2
Teemo,Marksman,TOP,S,67.13,4.39,50.80%,84.86%,4.82%,9.04%,1.72,12.2
Thresh,Support,SUPPORT,S,68.46,-1.03,48.11%,99.31%,11.13%,5.27%,2.51,12.2
Tristana,Marksman,ADC,B,44.22,3.93,49.89%,85.54%,5.92%,2.47%,2.36,12.2
Tristana,Marksman,MID,B,39.85,4.75,51.04%,11.72%,0.67%,2.47%,02.08,12.2
Trundle,Fighter,JUNGLE,A,54.58,-0.54,52.39%,67.50%,4.07%,3.16%,2.83,12.2
Trundle,Fighter,TOP,B,39.81,-4.22,51.99%,27.46%,1.72%,3.37%,1.72,12.2
Tryndamere,Fighter,TOP,God,83.59,6.98,50.31%,81.76%,6.29%,16.10%,1.87,12.2
Tryndamere,Fighter,MID,C,37.3,-1.01,48.85%,14.11%,1.00%,16.10%,2.11,12.2
Twisted Fate,Mage,MID,A,51.91,2.33,49.53%,94.14%,4.49%,1.11%,2.33,12.2
Twitch,Marksman,ADC,A,48.3,-2.47,51.80%,79.30%,5.71%,3.75%,2.42,12.2
Udyr,Fighter,JUNGLE,B,39.9,2.92,50.40%,94.68%,1.61%,0.48%,2.6,12.2
Urgot,Fighter,TOP,S,62.17,-1.75,51.91%,95.88%,4.12%,2.15%,02.04,12.2
Varus,Marksman,ADC,C,32.57,1.15,48.93%,92.42%,1.98%,0.17%,2.33,12.2
Vayne,Marksman,ADC,S,65.6,-6.95,51.46%,82.07%,11.72%,18.84%,2.19,12.2
Vayne,Marksman,TOP,B,38.28,-3.59,49.31%,16.10%,2.13%,18.84%,1.53,12.2
Veigar,Mage,MID,S,67.79,20.82,51.96%,71.93%,7.21%,2.91%,2.41,12.2
Veigar,Mage,ADC,B,43.25,6.96,53.47%,17.97%,1.69%,2.91%,2.55,12.2
Vel'Koz,Mage,MID,B,45.1,0.09,51.17%,41.10%,1.19%,0.50%,2.66,12.2
Vel'Koz,Mage,SUPPORT,B,39.14,-0.02,51.03%,53.89%,1.76%,0.50%,2.22,12.2
Vex,Mage,MID,S,76.44,-0.41,50.67%,84.81%,8.50%,18.90%,2.48,12.2
Vex,Mage,SUPPORT,D,27.22,-3.09,46.08%,13.85%,1.43%,18.88%,1.96,12.2
Vi,Fighter,JUNGLE,A,55.99,-2.46,52.49%,96.27%,5.06%,2.15%,2.46,12.2
Viego,Assassin,JUNGLE,God,87.83,5.35,50.32%,95.78%,13.60%,14.18%,2.51,12.2
Viktor,Mage,MID,God,79.21,-2.25,50.05%,86.06%,10.06%,14.36%,2.3,12.2
Viktor,Mage,TOP,C,32.09,-5.5,49.18%,12.26%,1.33%,14.36%,1.89,12.2
Vladimir,Mage,MID,A,53.47,-2.24,50.13%,74.35%,4.26%,5.74%,2.39,12.2
Vladimir,Mage,TOP,C,31.85,-1.02,48.86%,24.09%,1.43%,5.74%,02.01,12.2
Volibear,Fighter,TOP,A,52.12,19.91,50.94%,54.41%,3.31%,1.81%,1.97,12.2
Volibear,Fighter,JUNGLE,A,49.51,9.88,52.51%,43.27%,2.85%,1.81%,2.68,12.2
Warwick,Fighter,JUNGLE,A,52.86,0.08,50.29%,76.78%,5.64%,5.41%,2.24,12.2
Warwick,Fighter,TOP,C,33.28,1.93,50.80%,21.75%,1.11%,5.41%,1.91,12.2
Wukong,Fighter,TOP,B,42.31,-0.93,50.55%,77.73%,2.13%,0.60%,2.12,12.2
Wukong,Fighter,JUNGLE,D,28.46,-4.46,47.71%,13.65%,0.35%,0.59%,2.43,12.2
Xayah,Marksman,ADC,B,38.77,-1.77,50.54%,98.17%,3.10%,0.40%,2.35,12.2
Xerath,Mage,MID,A,55.28,02.03,51.28%,39.07%,2.89%,5.18%,3.26,12.2
Xerath,Mage,SUPPORT,A,46.93,-2.76,49.58%,55.82%,4.29%,5.18%,2.53,12.2
Xin Zhao,Fighter,JUNGLE,S,62.72,5.68,50.81%,96.56%,7.85%,5.20%,2.45,12.2
Yasuo,Fighter,MID,God,91.15,4.99,50.51%,72.52%,11.65%,24.00%,1.78,12.2
Yasuo,Fighter,TOP,B,41.32,1.36,48.22%,16.41%,2.55%,24.00%,1.46,12.2
Yasuo,Fighter,ADC,C,32.91,-1.5,49.98%,10.51%,1.62%,24.00%,1.97,12.2
Yone,Assassin,TOP,S,72.95,01.08,48.70%,38.63%,5.30%,23.93%,1.62,12.2
Yone,Assassin,MID,S,72.38,-1.79,48.24%,59.62%,8.83%,23.93%,1.85,12.2
Yorick,Fighter,TOP,A,49.59,3.52,52.94%,97.21%,2.69%,2.47%,1.61,12.2
Yuumi,Support,SUPPORT,God,87.74,08.01,48.07%,98.86%,10.85%,27.62%,4.1,12.2
Zac,Tank,JUNGLE,A,55.58,-2.24,50.98%,86.05%,4.24%,2.12%,3.47,12.2
Zed,Assassin,MID,God,81.36,-9.14,50.77%,71.06%,7.55%,35.39%,2.29,12.2
Zed,Assassin,JUNGLE,B,39.25,-9.93,47.35%,25.53%,2.48%,35.39%,2.39,12.2
Zeri,Marksman,ADC,God,86.11,0,48.38%,75.27%,17.13%,34.16%,2.23,12.2
Zeri,Marksman,MID,B,43.21,0,46.87%,12.78%,2.69%,34.16%,02.01,12.2
Ziggs,Mage,MID,B,41.8,5.36,50.59%,30.03%,0.92%,0.47%,2.45,12.2
Ziggs,Mage,ADC,B,41.15,-2.48,52.23%,63.47%,1.89%,0.46%,2.58,12.2
Zilean,Support,MID,A,53.06,0.86,53.20%,21.93%,0.98%,2.00%,3.47,12.2
Zilean,Support,SUPPORT,A,47.14,-2.3,50.10%,73.12%,3.37%,2.00%,3.12,12.2
Zoe,Mage,MID,A,47.71,-2.06,49.43%,94.46%,3.05%,1.17%,2.56,12.2
Zyra,Mage,SUPPORT,A,48.17,-1.39,52.21%,93.51%,3.68%,1.97%,2.16,12.2
Aatrox,Fighter,TOP,S,59.99,4.88,48.06%,92.58%,5.03%,2.15%,1.87,12.3
Ahri,Mage,MID,God,95.22,39.37,53.40%,94.04%,15.29%,8.93%,2.59,12.3
Akali,Assassin,TOP,S,74.79,-12.94,48.48%,41.25%,5.10%,20.26%,02.08,12.3
Akali,Assassin,MID,S,64.77,-9.81,49.10%,58.10%,7.51%,20.26%,2.33,12.3
Akshan,Marksman,MID,A,54.42,-9.08,50.75%,59.43%,4.14%,18.73%,2.18,12.3
Akshan,Marksman,TOP,B,40.57,-16.3,49.62%,31.36%,2.06%,18.73%,1.93,12.3
Alistar,Tank,SUPPORT,B,43,-0.56,49.98%,96.98%,3.11%,0.65%,2.5,12.3
Amumu,Tank,JUNGLE,B,44.95,-8.6,51.06%,85.43%,2.80%,1.43%,2.41,12.3
Amumu,Tank,SUPPORT,D,29.3,-2.07,49.13%,10.96%,0.33%,1.67%,1.98,12.3
Anivia,Mage,MID,A,52.75,-1.9,52.46%,80.00%,2.77%,2.92%,2.57,12.3
Anivia,Mage,SUPPORT,D,31.19,5.53,49.43%,13.07%,0.42%,2.90%,2.18,12.3
Annie,Mage,MID,A,47.39,1.7,51.74%,84.73%,1.79%,0.64%,2.37,12.3
Aphelios,Marksman,ADC,B,43.7,6.18,47.49%,97.83%,8.43%,1.45%,02.05,12.3
Ashe,Marksman,ADC,B,45.08,8.2,50.04%,90.27%,4.87%,0.86%,2.32,12.3
Aurelion Sol,Mage,MID,B,45.15,3.37,51.39%,88.89%,1.07%,0.32%,2.47,12.3
Azir,Mage,MID,C,36.5,2.6,47.17%,91.03%,1.35%,0.24%,02.05,12.3
Bard,Support,SUPPORT,B,43.52,-4.83,49.02%,91.85%,3.30%,0.78%,2.9,12.3
Blitzcrank,Tank,SUPPORT,S,74.26,1.32,52.29%,98.29%,8.74%,19.48%,2.46,12.3
Brand,Mage,SUPPORT,B,45.88,4.43,51.05%,69.87%,3.90%,5.35%,1.84,12.3
Brand,Mage,ADC,B,42.64,0,52.18%,11.72%,0.47%,5.35%,2.2,12.3
Brand,Mage,MID,B,39.84,1.97,49.94%,15.98%,0.88%,5.83%,1.98,12.3
Braum,Support,SUPPORT,B,40.71,0.26,49.74%,98.14%,2.23%,0.30%,2.77,12.3
Caitlyn,Marksman,ADC,A,56.81,-27.42,47.97%,97.73%,14.93%,15.56%,2.19,12.3
Camille,Fighter,TOP,God,77.72,-4.16,49.93%,95.98%,6.04%,5.64%,1.9,12.3
Cassiopeia,Mage,MID,A,47.89,0.28,52.08%,68.57%,2.16%,1.47%,2.11,12.3
Cassiopeia,Mage,ADC,B,44.97,0,52.85%,12.54%,0.44%,1.47%,2.43,12.3
Cassiopeia,Mage,TOP,D,22.56,-5.86,50.12%,17.92%,0.58%,1.47%,1.88,12.3
Cho'Gath,Tank,MID,B,45.74,6.99,52.89%,19.49%,0.53%,0.87%,2.37,12.3
Cho'Gath,Tank,TOP,B,44.36,-2.69,50.77%,67.99%,2.49%,0.87%,2.11,12.3
Corki,Marksman,MID,B,44.44,-23.58,46.03%,92.93%,4.60%,3.46%,02.04,12.3
Darius,Fighter,TOP,God,88.09,4.92,50.10%,94.03%,6.39%,14.75%,1.83,12.3
Diana,Fighter,JUNGLE,God,84.9,-6.39,52.29%,85.23%,11.65%,17.00%,2.48,12.3
Diana,Fighter,MID,A,47.18,0.6,51.77%,13.35%,1.74%,17.00%,2.14,12.3
Dr. Mundo,Marksman,TOP,A,57.67,-0.47,51.95%,89.17%,3.40%,2.68%,2.18,12.3
Draven,Fighter,ADC,B,44.25,-0.57,49.77%,94.52%,5.06%,8.91%,2.11,12.3
Ekko,Assassin,JUNGLE,A,54.49,-2.72,50.47%,65.25%,5.49%,3.51%,2.69,12.3
Ekko,Assassin,MID,B,45.95,-3.09,49.76%,32.09%,2.62%,3.51%,2.23,12.3
Elise,Mage,JUNGLE,B,41.49,0.08,50.48%,92.70%,1.97%,1.22%,2.51,12.3
Evelynn,Assassin,JUNGLE,B,43.12,-4.87,47.82%,98.21%,3.52%,7.23%,2.78,12.3
Ezreal,Marksman,ADC,S,61.47,-9.74,49.18%,96.44%,18.18%,4.43%,2.36,12.3
Fiddlesticks,Mage,JUNGLE,A,47.98,3.35,51.71%,90.80%,2.84%,2.24%,2.67,12.3
Fiora,Fighter,TOP,God,87.66,9.35,49.82%,97.43%,6.70%,11.89%,1.71,12.3
Fizz,Assassin,MID,A,52.7,-0.21,51.15%,95.49%,3.69%,4.75%,2.42,12.3
Galio,Tank,MID,A,47.47,3.42,50.90%,61.00%,1.91%,0.45%,2.62,12.3
Galio,Tank,SUPPORT,D,30.49,1.85,47.83%,35.19%,1.07%,0.45%,2.29,12.3
Gangplank,Fighter,TOP,S,70.48,9.67,48.92%,86.33%,5.63%,4.06%,02.01,12.3
Gangplank,Fighter,MID,C,38.23,0.39,48.34%,13.35%,0.93%,4.12%,2.21,12.3
Garen,Fighter,TOP,God,82.01,4.69,51.13%,87.32%,6.21%,3.12%,2,12.3
Gnar,Fighter,TOP,B,41.53,-5.84,48.80%,94.95%,2.94%,0.58%,1.9,12.3
